_filename,_format,sample,spider_id,level0,level1,is_readable_image,is_completed_image
人像_selfie_903.jpg,.jpg,selfie,903,人像,,True,True
可回收物_废织物_衣服_10.jpg,.jpg,衣服,10,可回收物,废织物,True,True
湿垃圾_食材废料_豆_93.jpg,.jpg,豆,93,湿垃圾,食材废料,True,True
可回收物_废玻璃制品_碎玻璃_40.png,.png,碎玻璃,40,可回收物,废玻璃制品,True,True
人像_selfie_814.jpg,.jpg,selfie,814,人像,,True,True
干垃圾_硬果壳_25.jpg,.jpg,硬果壳,25,干垃圾,,True,True
干垃圾_榴莲核_20.png,.png,榴莲核,20,干垃圾,,True,True
湿垃圾_剩菜剩饭_碎骨_44.jpg,.jpg,碎骨,44,湿垃圾,剩菜剩饭,True,True
可回收物_废织物_床单_33.jpg,.jpg,床单,33,可回收物,废织物,True,True
人像_selfie_301.jpg,.jpg,selfie,301,人像,,True,True
有害垃圾_废胶片及废相纸_相片底片_71.jpg,.jpg,相片底片,71,有害垃圾,废胶片及废相纸,True,True
湿垃圾_食材废料_虾壳_23.jpg,.jpg,虾壳,23,湿垃圾,食材废料,True,True
湿垃圾_过期食品_宠物饲料_35.jpg,.jpg,宠物饲料,35,湿垃圾,过期食品,True,True
可回收物_废金属_刀片_42.jpeg,.jpeg,刀片,42,可回收物,废金属,True,True
可回收物_废塑料_乳液罐_15.jpg,.jpg,乳液罐,15,可回收物,废塑料,True,True
可回收物_废塑料_衣架_87.jpg,.jpg,衣架,87,可回收物,废塑料,True,True
可回收物_废织物_皮鞋_95.jpg,.jpg,皮鞋,95,可回收物,废织物,True,True
干垃圾_干燥剂_31.jpg,.jpg,干燥剂,31,干垃圾,,True,True
干垃圾_镜子_51.jpg,.jpg,镜子,51,干垃圾,,True,True
干垃圾_烟蒂_39.jpg,.jpg,烟蒂,39,干垃圾,,True,True
可回收物_废玻璃制品_碎玻璃_16.jpg,.jpg,碎玻璃,16,可回收物,废玻璃制品,True,True
有害垃圾_废荧光灯管_卤素灯_70.webp,.webp,卤素灯,70,有害垃圾,废荧光灯管,False,False
湿垃圾_瓜皮果核_橘子皮_92.jpg,.jpg,橘子皮,92,湿垃圾,瓜皮果核,True,True
可回收物_其他_电路板_34.jpg,.jpg,电路板,34,可回收物,其他,True,True
干垃圾_打火机_54.gif,.gif,打火机,54,干垃圾,,False,False
湿垃圾_过期食品_中药材_13.jpg,.jpg,中药材,13,湿垃圾,过期食品,True,True
湿垃圾_瓜皮果核_水果果皮_18.jpg,.jpg,水果果皮,18,湿垃圾,瓜皮果核,True,True
可回收物_废纸张_纸塑铝复合包装_61.jpg,.jpg,纸塑铝复合包装,61,可回收物,废纸张,True,True
可回收物_废塑料_泡沫塑料_39.jpg,.jpg,泡沫塑料,39,可回收物,废塑料,True,True
有害垃圾_废镍镉电池和废氧化汞电池_纽扣电池_51.jpg,.jpg,纽扣电池,51,有害垃圾,废镍镉电池和废氧化汞电池,True,True
湿垃圾_食材废料_酱料_98.jpg,.jpg,酱料,98,湿垃圾,食材废料,True,True
可回收物_废金属_废钢_40.jpg,.jpg,废钢,40,可回收物,废金属,True,True
可回收物_其他_电路板_46.jpg,.jpg,电路板,46,可回收物,其他,True,True
干垃圾_榴莲核_41.jpg,.jpg,榴莲核,41,干垃圾,,True,True
湿垃圾_过期食品_速溶咖啡_78.jpg!focus,.jpg!focus,速溶咖啡,78,湿垃圾,过期食品,True,True
干垃圾_笔_40.jpg,.jpg,笔,40,干垃圾,,True,True
湿垃圾_食材废料_蛋_75.jpg,.jpg,蛋,75,湿垃圾,食材废料,True,True
湿垃圾_食材废料_酱料_19.jpg,.jpg,酱料,19,湿垃圾,食材废料,True,True
人像_selfie_1385.jpg,.jpg,selfie,1385,人像,,True,True
可回收物_废金属_指甲钳_96.jpg,.jpg,指甲钳,96,可回收物,废金属,False,False
干垃圾_竹制品_32.jpg,.jpg,竹制品,32,干垃圾,,True,True
有害垃圾_废油漆和溶剂及其包装物_过期指甲油_35.png!sy,.png!sy,过期指甲油,35,有害垃圾,废油漆和溶剂及其包装物,True,True
有害垃圾_废荧光灯管_灯泡_69.jpg,.jpg,灯泡,69,有害垃圾,废荧光灯管,True,True
人像_selfie_1489.jpg,.jpg,selfie,1489,人像,,True,True
干垃圾_编织袋_47.jpg,.jpg,编织袋,47,干垃圾,,True,True
湿垃圾_过期食品_红枣_71.jpg,.jpg,红枣,71,湿垃圾,过期食品,True,True
湿垃圾_食材废料_面包_7.jpg,.jpg,面包,7,湿垃圾,食材废料,True,True
可回收物_废玻璃制品_窗玻璃_26.jpg,.jpg,窗玻璃,26,可回收物,废玻璃制品,True,True
有害垃圾_废镍镉电池和废氧化汞电池_铅酸电池_88.jpg,.jpg,铅酸电池,88,有害垃圾,废镍镉电池和废氧化汞电池,True,True
湿垃圾_过期食品_宠物饲料_88.jpg,.jpg,宠物饲料,88,湿垃圾,过期食品,True,True
人像_selfie_988.jpg,.jpg,selfie,988,人像,,True,True
湿垃圾_剩菜剩饭_碎骨_71.jpg,.jpg,碎骨,71,湿垃圾,剩菜剩饭,True,True
有害垃圾_废荧光灯管_荧光灯_9.jpg,.jpg,荧光灯,9,有害垃圾,废荧光灯管,True,True
湿垃圾_食材废料_蛋_99.png,.png,蛋,99,湿垃圾,食材废料,True,True
有害垃圾_废油漆和溶剂及其包装物_废油漆桶_83.jpg,.jpg,废油漆桶,83,有害垃圾,废油漆和溶剂及其包装物,True,True
有害垃圾_废药品及其包装物_针筒_15.jpg,.jpg,针筒,15,有害垃圾,废药品及其包装物,True,True
湿垃圾_瓜皮果核_橘子皮_53.jpg,.jpg,橘子皮,53,湿垃圾,瓜皮果核,True,True
有害垃圾_废荧光灯管_卤素灯_15.jpeg,.jpeg,卤素灯,15,有害垃圾,废荧光灯管,True,True
湿垃圾_瓜皮果核_水果茎枝_60.jpg,.jpg,水果茎枝,60,湿垃圾,瓜皮果核,True,True
湿垃圾_瓜皮果核_水果茎枝_56.jpg,.jpg,水果茎枝,56,湿垃圾,瓜皮果核,True,True
可回收物_废玻璃制品_酒瓶_38.jpg,.jpg,酒瓶,38,可回收物,废玻璃制品,True,True
可回收物_废织物_衣服_97.jpg,.jpg,衣服,97,可回收物,废织物,True,True
湿垃圾_食材废料_蔬菜_71.jpg,.jpg,蔬菜,71,湿垃圾,食材废料,True,True
干垃圾_干燥剂_8.jpg,.jpg,干燥剂,8,干垃圾,,True,True
人像_selfie_399.jpg,.jpg,selfie,399,人像,,True,True
有害垃圾_废荧光灯管_灯泡_49.png,.png,灯泡,49,有害垃圾,废荧光灯管,True,True
湿垃圾_剩菜剩饭_鱼骨_38.jpg,.jpg,鱼骨,38,湿垃圾,剩菜剩饭,True,True
有害垃圾_废荧光灯管_荧光灯_29.jpg,.jpg,荧光灯,29,有害垃圾,废荧光灯管,True,True
可回收物_废织物_毛绒玩具_82.jpg,.jpg,毛绒玩具,82,可回收物,废织物,False,False
干垃圾_猫砂_18.jpg,.jpg,猫砂,18,干垃圾,,True,True
可回收物_废塑料_衣架_97.jpg,.jpg,衣架,97,可回收物,废塑料,True,True
湿垃圾_花卉绿植_花瓣_26.jpg,.jpg,花瓣,26,湿垃圾,花卉绿植,True,True
有害垃圾_废胶片及废相纸_相片_96.jpg,.jpg,相片,96,有害垃圾,废胶片及废相纸,True,True
有害垃圾_废油漆和溶剂及其包装物_废油漆桶_61.jpg,.jpg,废油漆桶,61,有害垃圾,废油漆和溶剂及其包装物,True,True
人像_selfie_1342.jpg,.jpg,selfie,1342,人像,,True,True
有害垃圾_废镍镉电池和废氧化汞电池_纽扣电池_8.jpg,.jpg,纽扣电池,8,有害垃圾,废镍镉电池和废氧化汞电池,True,True
可回收物_废塑料_乳液罐_86.jpg,.jpg,乳液罐,86,可回收物,废塑料,True,True
可回收物_废纸张_纸袋_91.jpg,.jpg,纸袋,91,可回收物,废纸张,True,True
干垃圾_榴莲壳_40.jpg,.jpg,榴莲壳,40,干垃圾,,True,True
干垃圾_污损纸张_33.jpg,.jpg,污损纸张,33,干垃圾,,True,True
有害垃圾_废油漆和溶剂及其包装物_染发剂壳_83.jpg,.jpg,染发剂壳,83,有害垃圾,废油漆和溶剂及其包装物,True,True
湿垃圾_过期食品_宠物饲料_71.png,.png,宠物饲料,71,湿垃圾,过期食品,True,True
有害垃圾_废含汞温度计、废含汞血压计_水银体温计_89.jpg,.jpg,水银体温计,89,有害垃圾,废含汞温度计、废含汞血压计,True,True
有害垃圾_废胶片及废相纸_x光片_99.jpg,.jpg,x光片,99,有害垃圾,废胶片及废相纸,True,True
湿垃圾_食材废料_蛋壳_38.jpg,.jpg,蛋壳,38,湿垃圾,食材废料,True,True
可回收物_废金属_废铁_67.jpg,.jpg,废铁,67,可回收物,废金属,True,True
干垃圾_眼镜_2.jpg,.jpg,眼镜,2,干垃圾,,True,True
可回收物_废织物_枕头_3.jpg,.jpg,枕头,3,可回收物,废织物,True,True
有害垃圾_废药品及其包装物_针筒_85.jpg,.jpg,针筒,85,有害垃圾,废药品及其包装物,True,True
有害垃圾_废荧光灯管_卤素灯_95.jpeg,.jpeg,卤素灯,95,有害垃圾,废荧光灯管,True,True
湿垃圾_瓜皮果核_苹果皮_70.php,.php,苹果皮,70,湿垃圾,瓜皮果核,True,True
干垃圾_伞_38.jpg,.jpg,伞,38,干垃圾,,True,True
湿垃圾_食材废料_豆_35.jpg,.jpg,豆,35,湿垃圾,食材废料,True,True
人像_selfie_234.jpg,.jpg,selfie,234,人像,,True,True
人像_selfie_648.jpg,.jpg,selfie,648,人像,,True,True
有害垃圾_废杀虫剂、消毒剂及其包装物_老鼠药_14.jpg,.jpg,老鼠药,14,有害垃圾,废杀虫剂、消毒剂及其包装物,True,True
湿垃圾_食材废料_水产_23.jpg,.jpg,水产,23,湿垃圾,食材废料,True,True
可回收物_废织物_枕头_76.jpg,.jpg,枕头,76,可回收物,废织物,True,True
可回收物_废玻璃制品_玻璃放大镜_2.png,.png,玻璃放大镜,2,可回收物,废玻璃制品,True,True
可回收物_其他_插座_5.jpg,.jpg,插座,5,可回收物,其他,True,True
可回收物_废织物_书包_55.jpg,.jpg,书包,55,可回收物,废织物,True,True
可回收物_废塑料_乳液罐_79.jpg,.jpg,乳液罐,79,可回收物,废塑料,True,True
湿垃圾_过期食品_宠物饲料_81.jpg,.jpg,宠物饲料,81,湿垃圾,过期食品,True,True
湿垃圾_剩菜剩饭_鱼骨_47.png,.png,鱼骨,47,湿垃圾,剩菜剩饭,True,True
湿垃圾_剩菜剩饭_咖啡渣_64.jpg,.jpg,咖啡渣,64,湿垃圾,剩菜剩饭,True,True
湿垃圾_食材废料_豆_16.jpg,.jpg,豆,16,湿垃圾,食材废料,True,True
湿垃圾_食材废料_根茎蔬菜_43.jpg,.jpg,根茎蔬菜,43,湿垃圾,食材废料,True,True
人像_selfie_332.jpg,.jpg,selfie,332,人像,,True,True
干垃圾_胶水_46.jpeg,.jpeg,胶水,46,干垃圾,,True,True
有害垃圾_废镍镉电池和废氧化汞电池_纽扣电池_69.jpg,.jpg,纽扣电池,69,有害垃圾,废镍镉电池和废氧化汞电池,True,True
有害垃圾_废胶片及废相纸_相片底片_93.jpg,.jpg,相片底片,93,有害垃圾,废胶片及废相纸,True,True
可回收物_废金属_废不锈钢_81.jpg,.jpg,废不锈钢,81,可回收物,废金属,False,False
干垃圾_灰土_10.jpg,.jpg,灰土,10,干垃圾,,True,True
有害垃圾_废荧光灯管_节能灯_7.png,.png,节能灯,7,有害垃圾,废荧光灯管,True,True
可回收物_废纸张_信封_83.jpg,.jpg,信封,83,可回收物,废纸张,True,True
可回收物_废塑料_塑料瓶_73.jpg,.jpg,塑料瓶,73,可回收物,废塑料,True,True
湿垃圾_食材废料_调料_28.jpg,.jpg,调料,28,湿垃圾,食材废料,True,True
湿垃圾_食材废料_根茎蔬菜_83.jpg,.jpg,根茎蔬菜,83,湿垃圾,食材废料,True,True
干垃圾_毛巾_22.jpg,.jpg,毛巾,22,干垃圾,,False,False
人像_selfie_647.jpg,.jpg,selfie,647,人像,,True,True
湿垃圾_食材废料_虾_5.jpeg,.jpeg,虾,5,湿垃圾,食材废料,True,True
湿垃圾_食材废料_水产_97.png,.png,水产,97,湿垃圾,食材废料,True,True
有害垃圾_废药品及其包装物_过期药品_2.jpg,.jpg,过期药品,2,有害垃圾,废药品及其包装物,True,True
湿垃圾_食材废料_水产_30.jpg,.jpg,水产,30,湿垃圾,食材废料,False,False
干垃圾_毛发_14.jpg,.jpg,毛发,14,干垃圾,,True,True
可回收物_废织物_床单_53.jpg,.jpg,床单,53,可回收物,废织物,False,False
可回收物_废塑料_玩具_67.jpg,.jpg,玩具,67,可回收物,废塑料,True,True
人像_selfie_1031.jpg,.jpg,selfie,1031,人像,,True,True
可回收物_废玻璃制品_窗玻璃_71.jpg,.jpg,窗玻璃,71,可回收物,废玻璃制品,True,True
可回收物_废织物_手提包_91.jpg,.jpg,手提包,91,可回收物,废织物,True,True
干垃圾_太空沙_6.gif,.gif,太空沙,6,干垃圾,,False,False
可回收物_废金属_螺丝刀_41.jpg,.jpg,螺丝刀,41,可回收物,废金属,True,True
可回收物_废纸张_信封_75.jpg,.jpg,信封,75,可回收物,废纸张,True,True
人像_selfie_695.jpg,.jpg,selfie,695,人像,,True,True
可回收物_废玻璃制品_酒瓶_87.jpg,.jpg,酒瓶,87,可回收物,废玻璃制品,False,False
可回收物_废纸张_信封_73.jpg,.jpg,信封,73,可回收物,废纸张,True,True
湿垃圾_食材废料_肉_18.jpg,.jpg,肉,18,湿垃圾,食材废料,True,True
干垃圾_笔_53.jpg,.jpg,笔,53,干垃圾,,True,True
湿垃圾_食材废料_鱼_90.png,.png,鱼,90,湿垃圾,食材废料,True,True
有害垃圾_废镍镉电池和废氧化汞电池_充电电池_61.jpg,.jpg,充电电池,61,有害垃圾,废镍镉电池和废氧化汞电池,True,True
可回收物_废塑料_衣架_94.jpg,.jpg,衣架,94,可回收物,废塑料,True,True
人像_selfie_709.jpg,.jpg,selfie,709,人像,,True,True
有害垃圾_废胶片及废相纸_胶卷_51.jpg,.jpg,胶卷,51,有害垃圾,废胶片及废相纸,True,True
可回收物_废纸张_纸箱_54.jpg,.jpg,纸箱,54,可回收物,废纸张,True,True
可回收物_其他_砧板_82.jpg,.jpg,砧板,82,可回收物,其他,True,True
湿垃圾_瓜皮果核_水果果肉_42.png,.png,水果果肉,42,湿垃圾,瓜皮果核,True,True
有害垃圾_废杀虫剂、消毒剂及其包装物_杀虫喷雾_38.jpg,.jpg,杀虫喷雾,38,有害垃圾,废杀虫剂、消毒剂及其包装物,True,True
人像_selfie_1220.jpg,.jpg,selfie,1220,人像,,True,True
人像_selfie_87.jpg,.jpg,selfie,87,人像,,True,True
干垃圾_牙签_20.jpg,.jpg,牙签,20,干垃圾,,True,True
有害垃圾_废荧光灯管_光管_81.png,.png,光管,81,有害垃圾,废荧光灯管,True,True
有害垃圾_废胶片及废相纸_胶卷_15.png,.png,胶卷,15,有害垃圾,废胶片及废相纸,True,True
有害垃圾_废荧光灯管_荧光灯_86.jpg,.jpg,荧光灯,86,有害垃圾,废荧光灯管,False,False
有害垃圾_废镍镉电池和废氧化汞电池_纽扣电池_3.jpg,.jpg,纽扣电池,3,有害垃圾,废镍镉电池和废氧化汞电池,True,True
有害垃圾_废荧光灯管_荧光灯_13.jpg,.jpg,荧光灯,13,有害垃圾,废荧光灯管,True,True
可回收物_废织物_毛绒玩具_78.jpg,.jpg,毛绒玩具,78,可回收物,废织物,True,True
干垃圾_笔_29.jpg,.jpg,笔,29,干垃圾,,True,True
有害垃圾_废胶片及废相纸_x光片_24.jpg,.jpg,x光片,24,有害垃圾,废胶片及废相纸,True,True
干垃圾_玉米衣_32.jpg,.jpg,玉米衣,32,干垃圾,,True,True
湿垃圾_食材废料_水产_61.jpg,.jpg,水产,61,湿垃圾,食材废料,True,True
人像_selfie_1493.jpg,.jpg,selfie,1493,人像,,True,True
人像_selfie_63.jpg,.jpg,selfie,63,人像,,True,True
湿垃圾_食材废料_虾_24.jpg,.jpg,虾,24,湿垃圾,食材废料,True,True
可回收物_其他_插座_43.jpg,.jpg,插座,43,可回收物,其他,True,True
有害垃圾_废镍镉电池和废氧化汞电池_充电电池_27.jpg,.jpg,充电电池,27,有害垃圾,废镍镉电池和废氧化汞电池,True,True
干垃圾_猫砂_23.jpg,.jpg,猫砂,23,干垃圾,,True,True
可回收物_废玻璃制品_窗玻璃_70.jpg,.jpg,窗玻璃,70,可回收物,废玻璃制品,True,True
湿垃圾_瓜皮果核_西瓜皮_18.jpg,.jpg,西瓜皮,18,湿垃圾,瓜皮果核,True,True
湿垃圾_过期食品_中药材_51.jpg,.jpg,中药材,51,湿垃圾,过期食品,True,True
可回收物_废织物_书包_30.jpg,.jpg,书包,30,可回收物,废织物,True,True
有害垃圾_废胶片及废相纸_感光胶片_40.jpg,.jpg,感光胶片,40,有害垃圾,废胶片及废相纸,True,True
可回收物_废织物_皮鞋_60.jpg,.jpg,皮鞋,60,可回收物,废织物,True,True
可回收物_废织物_书包_54.jpg,.jpg,书包,54,可回收物,废织物,True,True
人像_selfie_1440.jpg,.jpg,selfie,1440,人像,,True,True
湿垃圾_食材废料_虾壳_51.png,.png,虾壳,51,湿垃圾,食材废料,True,True
湿垃圾_食材废料_水产_12.jpg,.jpg,水产,12,湿垃圾,食材废料,True,True
干垃圾_污损纸张_18.jpg,.jpg,污损纸张,18,干垃圾,,True,True
湿垃圾_花卉绿植_花瓣_9.jpg,.jpg,花瓣,9,湿垃圾,花卉绿植,True,True
湿垃圾_食材废料_蛋壳_91.jpg,.jpg,蛋壳,91,湿垃圾,食材废料,True,True
湿垃圾_瓜皮果核_苹果皮_87.jpg,.jpg,苹果皮,87,湿垃圾,瓜皮果核,True,True
人像_selfie_742.jpg,.jpg,selfie,742,人像,,True,True
湿垃圾_食材废料_水产_8.jpg,.jpg,水产,8,湿垃圾,食材废料,True,True
人像_selfie_160.jpg,.jpg,selfie,160,人像,,True,True
湿垃圾_瓜皮果核_水果果肉_14.jpg,.jpg,水果果肉,14,湿垃圾,瓜皮果核,True,True
湿垃圾_过期食品_速溶咖啡_46.jpg,.jpg,速溶咖啡,46,湿垃圾,过期食品,True,True
有害垃圾_废杀虫剂、消毒剂及其包装物_杀虫喷雾_95.jpg,.jpg,杀虫喷雾,95,有害垃圾,废杀虫剂、消毒剂及其包装物,True,True
湿垃圾_瓜皮果核_水果果肉_19.jpg,.jpg,水果果肉,19,湿垃圾,瓜皮果核,True,True
有害垃圾_废胶片及废相纸_x光片_60.jpg,.jpg,x光片,60,有害垃圾,废胶片及废相纸,True,True
干垃圾_打火机_9.jpg@768w_1l,.jpg@768w_1l,打火机,9,干垃圾,,True,True
有害垃圾_废胶片及废相纸_x光片_54.png,.png,x光片,54,有害垃圾,废胶片及废相纸,True,True
有害垃圾_废药品及其包装物_医疗废品_51.png,.png,医疗废品,51,有害垃圾,废药品及其包装物,True,True
可回收物_废织物_衣服_89.jpg,.jpg,衣服,89,可回收物,废织物,True,True
可回收物_其他_电路板_50.jpg,.jpg,电路板,50,可回收物,其他,True,True
可回收物_废金属_锅_42.jpg,.jpg,锅,42,可回收物,废金属,True,True
可回收物_废织物_枕头_31.png,.png,枕头,31,可回收物,废织物,True,True
湿垃圾_食材废料_面包_85.jpg,.jpg,面包,85,湿垃圾,食材废料,True,True
有害垃圾_废药品及其包装物_药片_51.jpg,.jpg,药片,51,有害垃圾,废药品及其包装物,True,True
可回收物_废金属_指甲钳_7.jpg,.jpg,指甲钳,7,可回收物,废金属,True,True
干垃圾_成分复杂的制品_33.png,.png,成分复杂的制品,33,干垃圾,,True,True
湿垃圾_食材废料_酱料_64.jpg,.jpg,酱料,64,湿垃圾,食材废料,True,True
可回收物_废纸张_纸袋_53.webp,.webp,纸袋,53,可回收物,废纸张,False,False
湿垃圾_瓜皮果核_水果果皮_53.jpg,.jpg,水果果皮,53,湿垃圾,瓜皮果核,True,True
可回收物_废玻璃制品_玻璃放大镜_73.jpg,.jpg,玻璃放大镜,73,可回收物,废玻璃制品,True,True
有害垃圾_废胶片及废相纸_x光片_39.jpg,.jpg,x光片,39,有害垃圾,废胶片及废相纸,True,True
可回收物_废织物_书包_33.jpg,.jpg,书包,33,可回收物,废织物,True,True
干垃圾_太空沙_39.jpg,.jpg,太空沙,39,干垃圾,,True,True
可回收物_其他_木积木_14.jpg,.jpg,木积木,14,可回收物,其他,True,True
湿垃圾_花卉绿植_家养植物_3.jpg,.jpg,家养植物,3,湿垃圾,花卉绿植,True,True
可回收物_废纸张_书本_99.jpg,.jpg,书本,99,可回收物,废纸张,True,True
湿垃圾_食材废料_鱼_2.jpg,.jpg,鱼,2,湿垃圾,食材废料,True,True
干垃圾_伞_6.jpg,.jpg,伞,6,干垃圾,,True,True
干垃圾_一次性餐具_30.jpg,.jpg,一次性餐具,30,干垃圾,,True,True
可回收物_废纸张_信封_79.jpg,.jpg,信封,79,可回收物,废纸张,True,True
湿垃圾_食材废料_菌菇_41.png,.png,菌菇,41,湿垃圾,食材废料,True,True
可回收物_废织物_手提包_78.jpg,.jpg,手提包,78,可回收物,废织物,True,True
有害垃圾_废胶片及废相纸_相片_57.png,.png,相片,57,有害垃圾,废胶片及废相纸,True,True
可回收物_废玻璃制品_玻璃放大镜_84.jpg,.jpg,玻璃放大镜,84,可回收物,废玻璃制品,True,True
可回收物_废金属_废不锈钢_1.jpg,.jpg,废不锈钢,1,可回收物,废金属,True,True
人像_selfie_1318.jpg,.jpg,selfie,1318,人像,,True,True
可回收物_废塑料_泡沫塑料_29.jpeg,.jpeg,泡沫塑料,29,可回收物,废塑料,True,True
有害垃圾_废胶片及废相纸_相片底片_40.jpg,.jpg,相片底片,40,有害垃圾,废胶片及废相纸,True,True
干垃圾_玉米衣_44.jpg,.jpg,玉米衣,44,干垃圾,,False,True
干垃圾_甘蔗皮_12.jpg,.jpg,甘蔗皮,12,干垃圾,,True,True
湿垃圾_花卉绿植_花瓣_17.jpg,.jpg,花瓣,17,湿垃圾,花卉绿植,True,True
有害垃圾_废药品及其包装物_过期药品_69.jpg,.jpg,过期药品,69,有害垃圾,废药品及其包装物,True,True
干垃圾_玉米衣_6.jpg,.jpg,玉米衣,6,干垃圾,,True,True
湿垃圾_瓜皮果核_水果果皮_68.png,.png,水果果皮,68,湿垃圾,瓜皮果核,False,False
干垃圾_卫生间用纸_13.jpg,.jpg,卫生间用纸,13,干垃圾,,True,True
湿垃圾_食材废料_豆_57.jpg,.jpg,豆,57,湿垃圾,食材废料,True,True
可回收物_废玻璃制品_窗玻璃_5.jpg,.jpg,窗玻璃,5,可回收物,废玻璃制品,True,True
有害垃圾_废荧光灯管_灯泡_28.jpg,.jpg,灯泡,28,有害垃圾,废荧光灯管,True,True
可回收物_废织物_手提包_29.jpg,.jpg,手提包,29,可回收物,废织物,True,True
干垃圾_狗尿垫_37.jpg,.jpg,狗尿垫,37,干垃圾,,True,True
可回收物_废塑料_玩具_86.jpg,.jpg,玩具,86,可回收物,废塑料,True,True
人像_selfie_42.jpg,.jpg,selfie,42,人像,,True,True
干垃圾_牙签_51.jpg,.jpg,牙签,51,干垃圾,,True,True
人像_selfie_961.jpg,.jpg,selfie,961,人像,,True,True
湿垃圾_花卉绿植_花卉_9.jpg,.jpg,花卉,9,湿垃圾,花卉绿植,True,True
有害垃圾_废荧光灯管_节能灯_9.jpg,.jpg,节能灯,9,有害垃圾,废荧光灯管,True,True
可回收物_废金属_锅_5.jpeg,.jpeg,锅,5,可回收物,废金属,True,True
可回收物_废塑料_塑料瓶_29.jpg,.jpg,塑料瓶,29,可回收物,废塑料,True,True
可回收物_废塑料_衣架_32.jpg,.jpg,衣架,32,可回收物,废塑料,True,True
干垃圾_硬贝壳_44.png,.png,硬贝壳,44,干垃圾,,True,True
湿垃圾_剩菜剩饭_茶叶渣_9.jpg,.jpg,茶叶渣,9,湿垃圾,剩菜剩饭,True,True
湿垃圾_过期食品_糖果_57.jpg@!rw9,.jpg@!rw9,糖果,57,湿垃圾,过期食品,True,True
